D,L,NC,W,dob,fname,height,lname,name,reach,sapm,slpm,stance,str_acc,str_def,sub_avg,td_acc,td_avg,td_def,weight,year_counts,15_rec,16_rec,17_rec,18_rec,reach_height_ratio,reach_weight_ratio,weight_class,age,age_z,reach_z,height_z,sapm_z,slpm_z,str_acc_z,sub_avg_z,td_acc_z,td_avg_z,td_def_z,win_perc,total_fights,brawl_score,strike_diff,strike_ratio
0,1,0,6,1991-11-27,Daichi,71.0,Abe,Daichi Abe,71.0,3.53,4.2,Orthodox,0.35,,0.0,0.5,0.5,0.0,170,"[0, 0, 1, 2]",0,0,1,2,1.0,0.4176470588235294,170,26.583561643835615,-1.4932807145693066,-1.1126975853435004,-0.24404640907344774,0.2078452565879838,0.1855831945808348,-0.7687825965893481,-0.6855542864217495,0.6202575477385729,-0.7156561916875729,-2.3215914266164317,0.8571428571428571,7,7.73,0.6700000000000004,1.189801699716714
1,7,0,18,1982-07-17,Travis,78.0,Browne,Travis Browne,79.0,4.31,2.93,Orthodox,0.41,,0.2,0.68,1.21,0.75,255,"[1, 3, 2, 0]",1,3,2,0,1.0128205128205128,0.30980392156862746,265,35.95342465753425,0.33351000668247455,0.7011458044943535,1.5155840941449756,0.6877380079594442,-0.15692310338288873,-0.3965179953541596,-0.40340576613501955,1.075538643827121,-0.03975322072560493,0.48692435914046006,0.7115384615384616,26,7.24,-1.3799999999999994,0.6798143851508122
0,11,0,35,1981-07-21,Yushin,74.0,Okami,Yushin Okami,75.0,2.1,2.14,Southpaw,0.39,,0.5,0.46,2.1,0.84,170,"[0, 0, 1, 1]",0,0,1,1,1.0135135135135136,0.4411764705882353,170,36.942465753424656,1.119064043590661,0.7552506926424747,1.4367802675028274,-0.8796216538069191,-0.2944655310670555,-0.36225684397275765,0.009379474067959205,0.4533537420738807,0.5264783404042609,0.9666293050720131,0.7608695652173914,46,4.24,0.040000000000000036,1.019047619047619
0,9,0,12,1980-02-03,Rodrigo,67.0,Damm,Rodrigo Damm,71.0,5.61,3.5,Orthodox,0.36,,0.3,0.16,0.44,0.8,155,"[1, 0, 0, 0]",1,0,0,0,1.0597014925373134,0.45806451612903226,155,38.40547945205479,1.8176157035834857,-0.2443556715471552,-1.8374519542256635,1.5957358564922515,0.1763569080690458,-0.6001139982542812,-0.3931962393290782,-0.7900511585219809,-0.7924714658688501,0.9022601980414539,0.5714285714285714,21,9.11,-2.1100000000000003,0.6238859180035651
0,4,0,13,1987-02-27,Misha,75.0,Cirkunov,Misha Cirkunov,77.0,2.63,4.53,Orthodox,0.51,,1.5,0.56,4.44,0.5,205,"[1, 3, 2, 0]",1,3,2,0,1.0266666666666666,0.375609756097561,205,31.334246575342465,-0.3748518797238224,0.4775250902769479,0.8169669905195492,-0.564468915201598,0.5233573721137398,0.4433510720609049,0.8169958832278508,0.9375967098340569,1.8398524974032764,-0.24284338381030207,0.7647058823529411,17,7.16,1.9000000000000004,1.7224334600760458
0,4,0,16,1988-05-30,Amanda,68.0,Nunes,Amanda Nunes,69.0,2.88,4.55,Orthodox,0.51,,0.6,0.4,1.82,0.79,135,"[2, 3, 1, 1]",2,3,1,1,1.0147058823529411,0.5111111111111111,135,30.07945205479452,-0.24126777399331567,0.36642705027527733,0.635692645530173,-0.26715887982203124,0.9160002904106131,0.9863006258993495,-0.08022094401100416,0.12936719503358507,0.1543924015734407,0.8150696419796578,0.8,20,7.43,1.67,1.5798611111111112
0,5,0,14,1991-02-28,Glaico,72.0,Franca,Glaico Franca,77.0,3.46,2.35,,0.42,,0.3,0.42,2.68,0.76,155,"[1, 2, 0, 0]",1,2,0,0,1.0694444444444444,0.4967741935483871,155,27.328767123287673,-1.2597590578531201,2.567408220228325,1.3137337643739033,0.07729268385671313,-0.5602926609417398,0.05664341310053067,-0.3931962393290782,0.261653176381251,0.800827931238293,0.7574123638344058,0.7368421052631579,19,5.8100000000000005,-1.1099999999999999,0.6791907514450868
0,3,0,21,1988-07-14,Conor,69.0,McGregor,Conor McGregor,74.0,4.55,5.82,Southpaw,0.47,,0.0,0.62,0.92,0.73,170,"[3, 3, 0, 0]",3,3,0,0,1.0724637681159421,0.43529411764705883,170,29.956164383561642,-0.6427659308361885,0.288263623145981,-1.3645975267909645,0.9835209549116211,0.5630972409641272,0.4507946612604221,-0.6855542864217495,1.1209689647326497,-0.3895958770134665,0.536028971160431,0.875,24,10.370000000000001,1.2700000000000005,1.2791208791208792
0,6,1,19,1981-06-04,Tonya,67.0,Evinger,Tonya Evinger,70.0,3.15,1.38,Orthodox,0.39,,1.5,0.4,1.01,0.28,145,"[0, 0, 1, 0]",0,0,1,0,1.044776119402985,0.4827586206896552,145,37.07123287671233,1.6345056456107674,-0.16090644440717775,-0.9951720123986663,-0.11121054796858715,-1.248546721163693,-0.28597198274627794,0.566358169608869,0.12346511334226117,-0.4295738783668993,-1.232516619758164,0.76,26,4.529999999999999,-1.77,0.4380952380952381
1,4,0,11,1982-05-06,Luiz,71.0,Dutra,Luiz Dutra,71.0,4.8,3.92,Orthodox,0.5,,0.0,0.0,0.0,1.0,170,"[1, 0, 0, 0]",1,0,0,0,1.0,0.4176470588235294,170,36.15068493150685,0.9193899798222857,-1.1126975853435004,-0.24404640907344774,1.1736375476380028,0.12033385323063607,0.7556889757228649,-0.6855542864217495,-1.4660400230700807,-1.103823232966271,1.5929570634888597,0.71875,16,8.719999999999999,-0.8799999999999999,0.8166666666666667
1,4,0,6,1981-12-15,Ning,64.0,Guangyou,Ning Guangyou,64.0,1.91,2.66,Southpaw,0.41,,0.3,0.5,1.09,0.62,145,"[2, 1, 0, 0]",2,1,0,0,1.0,0.4413793103448276,145,36.53972602739726,1.4912324493323676,-3.0035869622673,-2.5603940124820075,-0.9017262902166365,-0.41182431116917645,-0.09879032131234956,-0.26868186203287653,0.5287609261375256,-0.3744004234971206,0.13976992595195797,0.5909090909090909,11,4.57,0.7500000000000002,1.3926701570680629
0,6,0,14,1978-02-09,Mark,72.0,Munoz,Mark Munoz,72.0,2.26,3.12,Orthodox,0.51,,0.6,0.29,3.17,0.57,185,"[2, 0, 0, 0]",2,0,0,0,1.0,0.3891891891891892,185,40.38904109589041,1.5797691852405369,-1.1088999677534623,-0.40295538530841574,-0.5538805729860142,0.0052041892394482005,0.5258520807874061,-0.030201443163412056,-0.3567181980423267,1.0940305143150786,-0.09120333972568324,0.7,20,5.38,0.8600000000000003,1.3805309734513276
0,8,1,19,1988-10-19,Drew,68.0,Dober,Drew Dober,70.0,4.53,4.53,Southpaw,0.38,,0.2,0.13,0.9,0.59,170,"[2, 3, 1, 2]",2,3,1,2,1.0294117647058822,0.4117647058823529,170,29.69041095890411,-0.7097845612359545,-1.579684654839994,-1.924873085649723,0.9683116274935109,0.26248420402928324,-0.46388828212690525,-0.407580782225866,-0.9236026546598307,-0.40512255866461444,-0.01200781745430977,0.7037037037037037,28,9.06,0.0,1.0
0,3,0,9,1986-06-21,Jake,71.0,Lindsey,Jake Lindsey,71.0,4.01,3.44,Switch,0.52,,0.0,0.33,0.65,0.5,155,"[1, 0, 0, 0]",1,0,0,0,1.0,0.45806451612903226,155,32.02191780821918,0.04411009038850914,-0.2443556715471552,0.6834966206539899,0.4657316349960367,0.1379230175119613,1.1512390986918843,-0.8849781246706946,-0.10239832416217531,-0.6430996473900554,-0.18409855851140575,0.75,12,7.449999999999999,-0.5699999999999998,0.8578553615960101
0,2,0,4,1979-05-15,Chris,75.0,de la Rocha,Chris de la Rocha,80.0,5.51,4.28,Orthodox,0.42,,1.6,0.27,2.41,1.0,250,"[1, 1, 0, 1]",1,1,0,1,1.0666666666666667,0.32,265,39.12876712328767,0.9489868330074246,1.0601324563954624,0.12629867451207857,1.471462471706035,0.8629053803089646,-0.3123694818706401,1.4327859969623098,-0.30380143683458,0.8043366134480959,1.290349551722218,0.6666666666666666,6,9.79,-1.2299999999999995,0.7767695099818512
0,3,0,13,1977-04-30,Yoel,72.0,Romero,Yoel Romero,73.0,2.77,3.28,Southpaw,0.5,,0.0,0.32,1.86,0.78,185,"[2, 1, 1, 2]",2,1,1,2,1.0138888888888888,0.3945945945945946,185,41.16986301369863,1.7542633889713,-0.7219816336812106,-0.40295538530841574,-0.15602269661577822,0.1269977523358033,0.43480348729418006,-0.8023079031671654,-0.2390132034020977,0.1251312494987863,0.7737573660598296,0.8125,16,6.05,0.5099999999999998,1.184115523465704
0,4,1,9,1987-11-28,Jessica-Rose,65.0,Clark,Jessica-Rose Clark,64.0,3.97,5.2,Orthodox,0.57,,1.0,0.66,2.0,0.6,125,"[0, 0, 1, 2]",0,0,1,2,0.9846153846153847,0.512,125,30.583561643835615,0.03896369642566607,-1.0581062283541502,-0.3531084617680534,0.5988240279290925,1.7677588655842345,1.655678640681513,0.08708687666249193,1.166949278617644,0.15791202100562649,0.327810322665454,0.6923076923076923,14,9.17,1.23,1.309823677581864
1,0,0,17,1992-12-24,Darren,72.0,Till,Darren Till,74.0,2.62,2.67,Southpaw,0.46,,0.0,0.33,0.56,0.83,170,"[2, 0, 3, 1]",2,0,3,1,1.0277777777777777,0.43529411764705883,170,25.506849315068493,-1.7648098047456797,0.288263623145981,0.3162291497853107,-0.48417914093604525,-0.17095784922560803,0.34916322310627507,-0.6855542864217495,-0.08908362633636926,-0.6690761467341291,0.9274838201709601,0.9722222222222222,18,5.29,0.04999999999999982,1.0190839694656488
0,13,0,29,1988-07-26,Anthony,76.0,Smith,Anthony Smith,76.0,3.97,3.15,Orthodox,0.44,,0.8,0.27,0.51,0.48,205,"[0, 3, 2, 2]",0,3,2,2,1.0,0.37073170731707317,205,29.923287671232877,-0.6843269334257472,0.09205302945097923,1.448259665011927,0.38101651776107914,-0.31702345949394933,-0.26245197242401436,0.20745036533371763,-0.22379820963375738,-0.6375102345262423,-0.310521048150878,0.6904761904761905,42,7.12,-0.8200000000000003,0.7934508816120907
0,12,0,30,1984-04-26,Carlos,74.0,Condit,Carlos Condit,75.0,2.36,3.62,Orthodox,0.39,,1.1,0.55,0.59,0.37,170,"[1, 2, 1, 1]",1,2,1,1,1.0135135135135136,0.4411764705882353,170,34.175342465753424,0.4212411909745364,0.7552506926424747,1.4367802675028274,-0.6819003973714823,0.050423844641137534,-0.36225684397275765,0.8432999866556099,0.8288873048194384,-0.6457861242574072,-0.8732084852774737,0.7142857142857143,42,5.98,1.2600000000000002,1.533898305084746
1,3,0,15,1993-06-17,Luan,72.0,Chagas,Luan Chagas,75.0,3.19,4.16,Orthodox,0.47,,0.3,0.12,0.32,0.85,170,"[0, 2, 1, 1]",0,2,1,1,1.0416666666666667,0.4411764705882353,170,25.027397260273972,-1.885719704951444,0.7552506926424747,0.3162291497853107,-0.050713309519895146,0.176261860102235,0.4507946612604221,-0.2685940301279243,-0.9653286060760038,-0.8553963265479041,1.005774789973066,0.8157894736842105,19,7.35,0.9700000000000002,1.304075235109718
0,1,1,16,1986-10-09,Blagoy,71.0,Ivanov,Blagoy Ivanov,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,251,"[0, 0, 0, 1]",0,0,0,1,,,265,31.720547945205478,-0.48694874799573845,,-1.726081884998451,-2.1271390243303934,-2.3703286272474293,-3.8466070481784547,-0.6657188751489238,-1.2121473436117978,-0.8908771368507532,-1.923351218604814,0.9411764705882353,18,0.0,0.0,
0,3,0,16,1988-11-11,Lucas,72.0,Martins,Lucas Martins,72.0,4.14,2.87,Southpaw,0.35,,0.5,0.0,0.0,0.76,145,"[1, 1, 0, 0]",1,1,0,0,1.0,0.496551724137931,145,29.627397260273973,-0.3720576239171168,0.786653728212863,1.6135313210735693,0.5199270204391296,-0.27454954077945115,-0.6603353056141357,-0.12950852342591895,-1.497718137838797,-1.1261387460978547,0.7048290918325966,0.8421052631578947,19,7.01,-1.2699999999999996,0.6932367149758455
0,2,0,3,1989-03-30,Shana,66.0,Dobson,Shana Dobson,69.0,4.06,4.46,,0.33,,0.0,0.25,0.66,0.0,125,"[0, 0, 1, 1]",0,0,1,1,1.0454545454545454,0.552,125,29.246575342465754,-0.30735992256819633,1.1105349153446726,0.2731593760847216,0.6615459701883483,1.185812312389538,-0.5531983630899194,-0.6125854657541107,-0.41553577408904085,-0.552212868886152,-1.6950017340447856,0.6,5,8.52,0.40000000000000036,1.0985221674876848
0,5,0,10,1980-11-16,Patrick,74.0,Cummins,Patrick Cummins,76.0,3.34,4.28,Orthodox,0.5,,0.1,0.42,4.62,0.3,205,"[3, 1, 2, 1]",3,1,2,1,1.027027027027027,0.37073170731707317,205,37.61917808219178,1.0036641847270829,0.09205302945097923,0.18567431602717152,-0.0635027529601797,0.3711144678369845,0.34252206570591637,-0.4020951525604156,0.37692330043580147,1.9533194927588267,-0.9196200272160607,0.6666666666666666,15,7.62,0.9400000000000004,1.281437125748503
1,8,0,23,1984-07-18,Alexander,75.0,Yakovlev,Alexander Yakovlev,74.0,2.73,1.89,Southpaw,0.46,,0.0,0.3,1.23,0.72,170,"[1, 3, 0, 0]",1,3,0,0,0.9866666666666667,0.43529411764705883,170,33.94794520547945,0.36389535259123057,0.288263623145981,1.9970558263615859,-0.4005278401364374,-0.3527238715583043,0.34916322310627507,-0.6855542864217495,-0.2142614805848886,-0.14893231142067376,0.4968834862593781,0.734375,32,4.62,-0.8400000000000001,0.6923076923076923
0,9,0,11,1983-08-02,Angela,61.0,Magana,Angela Magana,65.0,4.92,1.53,,0.28,,0.4,0.25,0.4,0.28,115,"[1, 0, 1, 0]",1,0,1,0,1.0655737704918034,0.5652173913043478,115,34.90958904109589,0.9989324765752442,0.17670532597878766,-1.6393693968861696,0.611517152895912,-1.4231000407081902,-1.356247510820863,-0.21657819638923953,-0.4515105481435536,-0.7039732881534658,-0.6520999255411029,0.55,20,6.45,-3.3899999999999997,0.31097560975609756
1,9,2,34,1978-02-02,Hector,69.0,Lombard,Hector Lombard,71.0,3.32,3.02,Southpaw,0.45,,0.5,0.48,1.86,0.82,185,"[1, 2, 2, 1]",1,2,2,1,1.0289855072463767,0.3837837837837838,185,40.40821917808219,1.5840550077883098,-1.4958183018257138,-2.0715312061629687,0.27303971907761326,-0.07091678769577395,-0.020439480171949426,-0.15888585316403758,0.3887467680124563,0.1251312494987863,0.9385117862094506,0.7840909090909091,46,6.34,-0.2999999999999998,0.9096385542168676
0,7,1,14,1985-01-26,Chico,66.0,Camus,Chico Camus,66.0,2.46,2.58,Orthodox,0.41,,0.4,0.4,0.77,0.72,125,"[2, 0, 0, 0]",2,0,0,0,1.0,0.528,125,33.42191780821918,0.7741917072405058,-0.19064977087462112,0.2731593760847216,-0.45351078108731646,-0.2926464984294197,0.18309397150055784,-0.3327165287874696,0.163422172023161,-0.49391903464130454,0.7323727340075019,0.6666666666666666,22,5.04,0.1200000000000001,1.048780487804878
0,4,0,13,1986-11-21,Dan,72.0,Moret,Dan Moret,73.0,5.18,3.34,Southpaw,0.34,,0.0,0.0,0.0,0.0,155,"[0, 0, 0, 1]",0,0,0,1,1.0138888888888888,0.47096774193548385,155,31.602739726027398,-0.07234757434060317,0.6928989590446715,1.3137337643739033,1.2920472219651433,0.07386653325015378,-0.8190331353725515,-0.8849781246706946,-1.4372538261547392,-1.1054409903006104,-1.994696486099505,0.7647058823529411,17,8.52,-1.8399999999999999,0.6447876447876448
0,1,0,6,1990-10-04,Karl,73.0,Roberson,Karl Roberson,74.0,1.38,2.99,Southpaw,0.72,,3.5,1.0,1.73,0.5,185,"[0, 0, 1, 1]",0,0,1,1,1.0136986301369864,0.4,185,27.731506849315068,-1.24887369628973,-0.335063299608959,0.15323655497643532,-1.2403804380954409,-0.09375308077634043,2.43787254414515,3.7016464468547294,2.428966675109757,0.028980940776558713,-0.37952357498752054,0.8571428571428571,7,4.37,1.6100000000000003,2.166666666666667
0,3,0,14,1988-11-08,Makwan,70.0,Amirkhani,Makwan Amirkhani,72.0,1.6,1.75,Southpaw,0.49,,1.6,0.48,3.84,0.57,145,"[2, 1, 1, 1]",2,1,1,1,1.0285714285714285,0.496551724137931,145,29.635616438356163,-0.36984205902621436,0.786653728212863,0.5700499876846751,-1.0993552257786487,-1.0066816495246529,0.6499363244233655,0.6359448389123479,0.4477017635784726,1.5221870876515202,-0.06203691900541311,0.8235294117647058,17,3.35,0.1499999999999999,1.09375
0,1,0,7,1987-11-19,Aiemann,68.0,Zahabi,Aiemann Zahabi,68.0,3.93,3.34,Orthodox,0.41,,0.0,0.0,0.0,0.72,135,"[0, 0, 2, 0]",0,0,2,0,1.0,0.5037037037037037,135,30.60821917808219,-0.12488733225109802,-0.02971030137367235,0.635692645530173,0.3622224604596141,0.12197067218078514,0.11582377882552548,-0.5181187286124248,-1.4320722662196543,-1.0302868553778863,0.5635709218496867,0.875,8,7.27,-0.5900000000000003,0.8498727735368956
0,5,0,13,1980-08-12,Frankie,66.0,Saenz,Frankie Saenz,66.0,3.09,3.99,Orthodox,0.47,,0.1,0.32,1.8,0.62,135,"[3, 1, 2, 1]",3,1,2,1,1.0,0.4888888888888889,135,37.88219178082192,1.476097501042102,-0.8219850046715718,-0.49546632666322865,-0.1412826117657022,0.5485155084199491,0.6381098870698196,-0.44513576451218806,-0.18292069721706286,0.14137394820034918,0.20428703594972838,0.7222222222222222,18,7.08,0.9000000000000004,1.2912621359223302
0,4,0,7,1991-01-31,Cesar,71.0,Arzamendia,Cesar Arzamendia,71.0,5.2,5.37,,0.45,,2.4,0.75,7.32,0.0,155,"[1, 1, 0, 0]",1,1,0,0,1.0,0.45806451612903226,155,27.405479452054795,-1.2384465440464854,-0.2443556715471552,0.6834966206539899,1.3061722747338465,1.3742131637648451,0.38502211877793696,3.0492769580622365,1.596508678373815,4.101233825245946,-1.994696486099505,0.6363636363636364,11,10.57,0.16999999999999993,1.0326923076923076
0,4,0,8,1978-02-23,Ruan,74.0,Potts,Ruan Potts,75.0,5.92,0.85,Orthodox,0.37,,2.3,0.16,0.75,0.33,247,"[1, 0, 0, 0]",1,0,0,0,1.0135135135135136,0.30364372469635625,265,40.35068493150685,1.1858312372705195,-0.7348008031100824,-0.3367964653655538,1.7392349968194534,-1.7282143967747812,-0.733112049288237,2.350881878510974,-0.6738682877438169,-0.3633209904921902,-0.8628299643968934,0.6666666666666666,12,6.77,-5.07,0.14358108108108109
0,5,0,9,1982-03-15,Juliana,65.0,Lima,Juliana Lima,65.0,2.11,1.94,Orthodox,0.44,,0.0,0.31,1.72,0.7,115,"[1, 2, 1, 1]",1,2,1,1,1.0,0.5652173913043478,115,36.293150684931504,1.3151728542680385,0.17670532597878766,0.49472094225558627,-1.1781055696957023,-1.1638843224693398,0.0299288068589958,-0.4423943253258874,-0.23650552521805182,0.2498986924352173,0.8189458049275967,0.6428571428571429,14,4.05,-0.16999999999999993,0.9194312796208531
0,2,0,11,1983-09-30,Scott,69.0,Holtzman,Scott Holtzman,69.0,3.43,4.33,Orthodox,0.5,,0.3,0.6,3.08,0.57,155,"[1, 3, 2, 0]",1,3,2,0,1.0,0.44516129032258067,155,34.74794520547945,0.8014654917314289,-1.1816103021389819,-0.5769776667858368,0.05610510470365926,0.7080257274420476,0.9323199615736134,-0.3931962393290782,0.989756177468104,1.0853456807217112,0.06938515135092795,0.8461538461538461,13,7.76,0.8999999999999999,1.2623906705539358
0,4,0,9,1986-03-27,Alptekin,65.0,Ozkilic,Alptekin Ozkilic,65.0,5.72,3.81,Orthodox,0.32,,0.0,0.58,4.21,0.75,125,"[1, 0, 0, 0]",1,0,0,0,1.0,0.52,125,32.25753424657534,0.47257789971511244,-0.6243779996143857,-0.3531084617680534,1.8184173496368508,0.6746430426914942,-0.6452349049137291,-0.6125854657541107,0.8581717073578029,1.3290881453793806,0.833513336843014,0.6923076923076923,13,9.53,-1.9099999999999997,0.6660839160839161
0,2,0,2,1988-05-29,Alex,70.0,Torres,Alex Torres,70.0,2.73,2.47,Orthodox,0.37,,0.0,0.22,2.0,0.5,145,"[1, 0, 0, 0]",1,0,0,0,1.0,0.4827586206896552,145,30.08219178082192,-0.24946303328714653,-0.16090644440717775,0.5700499876846751,-0.37896588002034576,-0.5360252939027375,-0.4731536441802068,-0.47744186994331295,-0.606067349689215,0.25319762564661147,-0.3445665019457322,0.5,4,5.2,-0.2599999999999998,0.9047619047619049
0,3,0,8,1990-02-11,Megan,72.0,Anderson,Megan Anderson,73.0,3.13,1.73,Orthodox,0.44,,0.0,0.0,0.0,0.5,145,"[0, 0, 0, 1]",0,0,0,1,1.0138888888888888,0.503448275862069,145,28.375342465753423,-0.7095620089646856,1.2604338145228833,1.6135313210735693,-0.12396080187581376,-1.0197554371808173,0.18198217083854376,-0.47744186994331295,-1.497718137838797,-1.1261387460978547,-0.3445665019457322,0.7272727272727273,11,4.859999999999999,-1.4,0.5527156549520766
0,3,0,12,1987-09-30,Chris,70.0,Wade,Chris Wade,70.0,1.75,1.7,Orthodox,0.53,,1.1,0.51,2.6,0.55,155,"[2, 3, 1, 0]",2,3,1,0,1.0,0.45161290322580644,155,30.745205479452054,-0.31059103225048695,-0.7129829868430685,0.05325947693407655,-1.1303993278673659,-0.9766598086434883,1.2606986672510196,0.918222121581899,0.6257046769246777,0.7439243813416092,-0.003038765752595678,0.8,15,3.45,-0.050000000000000044,0.9714285714285714
0,5,0,14,1985-06-10,Ali,64.0,Bagautinov,Ali Bagautinov,65.0,3.09,2.85,Orthodox,0.42,,0.3,0.36,2.51,0.65,125,"[1, 2, 0, 0]",1,2,0,0,1.015625,0.52,125,33.05205479452055,0.6783849683794996,-0.6243779996143857,-0.9793762996208284,-0.014457185272523439,-0.08031464793946295,0.2751305133243676,-0.40268376302912984,0.009033386393240405,0.42818343432264655,0.4963779940579741,0.7368421052631579,19,5.9399999999999995,-0.23999999999999977,0.9223300970873787
0,11,0,20,1985-04-16,Nate,72.0,Diaz,Nate Diaz,76.0,3.69,4.64,Southpaw,0.44,,1.4,0.3,1.17,0.45,170,"[1, 2, 0, 0]",1,2,0,0,1.0555555555555556,0.4470588235294118,170,33.202739726027396,0.17596682198570032,1.2222377621389686,0.3162291497853107,0.3295198759328682,0.28811787384543264,0.14590034679797984,1.260260242949435,-0.2142614805848886,-0.19551235637411757,-0.5600446060690504,0.6451612903225806,31,8.33,0.9499999999999997,1.2574525745257452
0,11,0,25,1986-01-15,Efrain,69.0,Escudero,Efrain Escudero,70.0,2.3,2.92,Orthodox,0.44,,0.8,0.4,1.31,0.66,155,"[3, 1, 0, 0]",3,1,0,0,1.0144927536231885,0.45161290322580644,155,32.45205479452055,0.16361239994714083,-0.7129829868430685,-0.5769776667858368,-0.7419603767280424,-0.19517070064943745,0.2755625502188015,0.42644023624028254,0.18075284292715643,-0.17364536074241507,0.39529277831678605,0.6944444444444444,36,5.22,0.6200000000000001,1.2695652173913043
0,2,0,0,1978-10-26,CM,73.0,Punk,CM Punk,73.0,4.87,1.1,Orthodox,0.23,,0.0,0.11,0.87,0.0,170,"[0, 1, 0, 1]",0,1,0,1,1.0,0.4294117647058823,170,39.679452054794524,1.8092868453367101,-0.17872344635051282,0.876504708644069,1.2268701936013897,-0.5368202275106505,-1.988359854439118,-0.6855542864217495,-1.007054557492177,-0.42841258114133635,-2.3215914266164317,0.0,2,5.970000000000001,-3.77,0.22587268993839837
0,3,0,13,1990-11-27,Lukasz,68.0,Sajewski,Lukasz Sajewski,71.0,3.88,2.06,Orthodox,0.35,,0.0,0.25,1.01,0.66,155,"[1, 2, 0, 0]",1,2,0,0,1.0441176470588236,0.45806451612903226,155,27.583561643835615,-1.1889710655667975,-0.2443556715471552,-1.20721481050575,0.37391879199946937,-0.7460564653009815,-0.7095735668134167,-0.8849781246706946,-0.4259996579785545,-0.38703367285497886,0.39529277831678605,0.8125,16,5.9399999999999995,-1.8199999999999998,0.5309278350515464
0,8,1,22,1984-12-28,Matt,70.0,Bessette,Matt Bessette,70.0,4.22,4.63,Orthodox,0.41,,0.5,0.5,0.94,0.58,145,"[0, 0, 0, 2]",0,0,0,2,1.0,0.4827586206896552,145,33.5013698630137,0.6722119613285323,-0.16090644440717775,0.5700499876846751,0.5709280360680361,0.8759437729630085,-0.09879032131234956,-0.12950852342591895,0.5287609261375256,-0.4778506513779557,-0.021675550013938893,0.7333333333333333,31,8.85,0.41000000000000014,1.0971563981042654
0,8,0,18,1983-09-12,Johny,69.0,Hendricks,Johny Hendricks,69.0,3.99,3.49,Southpaw,0.45,,0.3,0.46,3.83,0.63,185,"[1, 3, 3, 0]",1,3,3,0,1.0,0.372972972972973,185,34.797260273972604,0.3301457823826855,-2.269654969970217,-2.0715312061629687,0.7957157527404725,0.28685180389977,-0.020439480171949426,-0.41625467316528875,0.31027677158563716,1.5821782355202336,0.15592829049874912,0.6923076923076923,26,7.48,-0.5,0.87468671679198
0,5,0,10,1983-06-19,Richie,66.0,Vaculik,Richie Vaculik,69.0,4.09,3.69,Orthodox,0.46,,1.0,0.45,3.0,0.31,125,"[1, 0, 0, 0]",1,0,0,0,1.0454545454545454,0.552,125,35.03013698630137,1.1907736013991077,1.1105349153446726,0.2731593760847216,0.6824532842747671,0.5802733313626245,0.6432766806196067,0.08708687666249193,0.35640815406056153,0.6878559686860583,-0.6498821714111618,0.6666666666666666,15,7.779999999999999,-0.3999999999999999,0.902200488997555
1,4,0,12,1993-09-20,Marvin,72.0,Vettori,Marvin Vettori,74.0,2.96,3.41,Southpaw,0.39,,0.9,0.43,1.63,0.73,185,"[0, 2, 2, 1]",0,2,2,1,1.0277777777777777,0.4,185,24.767123287671232,-1.9113394101026624,-0.335063299608959,-0.40295538530841574,-0.007801134830788426,0.22595502235159226,-0.5667310411313049,0.3558517868384647,0.1925717769454082,-0.044980835163616346,0.5678143408728026,0.7352941176470589,17,6.37,0.4500000000000002,1.1520270270270272
0,7,0,21,1987-08-03,Neil,75.0,Magny,Neil Magny,80.0,2.04,3.84,Orthodox,0.48,,0.3,0.47,2.83,0.6,170,"[5, 3, 2, 1]",5,3,2,1,1.0666666666666667,0.47058823529411764,170,30.904109589041095,-0.40370978528650603,3.0901860401249435,1.9970558263615859,-0.9252496360612508,0.10169118427343643,0.5524260994145697,-0.2685940301279243,0.49507969349005354,1.09320222067116,0.027137667446743178,0.75,28,5.88,1.7999999999999998,1.8823529411764706
0,1,0,10,1988-06-22,Markus,73.0,Perez,Markus Perez,73.0,4.21,1.75,Orthodox,0.53,,2.3,0.5,2.31,0.6,185,"[0, 0, 1, 1]",0,0,1,1,1.0,0.3945945945945946,185,30.016438356164382,-0.7382485527407598,-0.7219816336812106,0.15323655497643532,0.9673407190178289,-1.0376531947730945,0.707949267773858,2.1574335268472224,0.4672167644392756,0.45795924122957377,0.03236247538653294,0.9090909090909091,11,5.96,-2.46,0.4156769596199525
0,10,0,18,1983-04-15,Tae,69.0,Hyun Bang,Tae Hyun Bang,71.0,2.07,2.72,Switch,0.38,,0.5,0.33,0.49,0.57,155,"[2, 1, 0, 0]",2,1,0,0,1.0289855072463767,0.45806451612903226,155,35.20821917808219,0.9293405745712372,-0.2443556715471552,-0.5769776667858368,-0.9043984835681231,-0.3232836691730522,-0.3811948611360104,-0.06534164910133393,-0.10239832416217531,-0.7569067471834228,0.06938515135092795,0.6428571428571429,28,4.79,0.6500000000000004,1.314009661835749
0,8,0,24,1986-06-04,James,74.0,Krause,James Krause,73.0,4.18,4.36,Orthodox,0.46,,0.8,0.19,1.25,0.48,155,"[2, 1, 1, 1]",2,1,1,1,0.9864864864864865,0.47096774193548385,155,32.06849315068493,0.057049830913965295,0.6928989590446715,2.57420805181373,0.5857945835300095,0.7272426727205901,0.4944816873370724,0.42644023624028254,-0.6687006583408388,-0.21632302316492785,-0.25652247561492975,0.75,32,8.54,0.1800000000000006,1.043062200956938
